STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,rskpovth,Risk of poverty threshold,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA20,Euro area – 20 countries (2023-2025),2025,,7.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2014,,11.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2015,,11.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2016,,11.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2017,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2018,,9.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2019,,9.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2020,,8.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2021,,9.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2022,,8.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2023,,8.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2024,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EA21,Euro area – 21 countries (from 2026),2025,,7.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2014,,8.3,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2015,,6.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2016,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2017,,4.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2018,,4.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2019,,4.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2020,,4.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2021,,4.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2022,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2023,,7.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2024,,8.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EE,Estonia,2025,,8.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2014,,44.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2015,,45.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2016,,40.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2017,,39.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2018,,39.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2019,,36.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2020,,33.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2021,,28.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2022,,26.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2023,,28.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2024,,28.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EL,Greece,2025,,26.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2014,,10.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2015,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2016,,10.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2017,,9.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2018,,8.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2019,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2020,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2021,,9.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2022,,9.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2023,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2024,,7.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ES,Spain,2025,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,11.6,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,11.4,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,11.1,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,10.4,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,10.3,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,10.1,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2014,,11.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2015,,11.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2016,,11.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2017,,10.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2018,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2007,European Union - 27 countries (2007-2013),2019,,10.2,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2014,,11.5,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2015,,11.2,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,10.9,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,10.1,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,9.6,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,7.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,8.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,8.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,8.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025,,7.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2014,,11.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2015,,11.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2016,,11.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2017,,10.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2018,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2019,,10.1,,e,estimated,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2014,,5.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2015,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2016,,4.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2017,,4.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2018,,4.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2019,,4.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2020,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2021,,4.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2022,,5.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2023,,5.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2024,,5.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FI,Finland,2025,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2014,,5.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2015,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2016,,5.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2017,,5.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2018,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2019,,5.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2020,,5.6,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2022,,6.5,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2023,,6.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2024,,7.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,FR,France,2025,,6.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2014,,7.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2015,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2016,,6.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2017,,5.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2018,,5.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2019,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2020,,4.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2021,,4.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2022,,3.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2023,,4.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2024,,3.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HR,Croatia,2025,,3.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2014,,12.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2015,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2016,,8.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2017,,10.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2018,,9.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2019,,3.9,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2020,,3.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2021,,2.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2022,,8.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2023,,7.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2024,,9.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,HU,Hungary,2025,,5.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2014,,6.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2015,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2016,,4.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2017,,4.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2018,,3.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2019,,5.2,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2020,,4.2,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2021,,2.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2022,,3.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2023,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2024,,4.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IE,Ireland,2025,,5.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2014,,8.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2015,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2016,,6.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2017,,8.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2018,,8.9,,,,,
